month,weekday,is_holiday,site,hist_avg_tourists,hist_avg_temp,hist_avg_precip,hist_event_count,hist_trend_score,tourists,date,condition
2,4,0,Jim Corbett National Park,201.0,30.88571428571429,2.7571428571428567,0.0,33.57142857142857,174,2020-02-28,Mild
2,5,0,Jim Corbett National Park,207.5,34.75,2.5,0.5,75.0,221,2020-02-29,Suitable
3,6,0,Jim Corbett National Park,211.0,34.44285714285714,3.528571428571428,1.2857142857142858,57.42857142857143,193,2020-03-01,Mild
3,0,0,Jim Corbett National Park,217.42857142857142,37.4,2.4,0.5714285714285714,49.857142857142854,254,2020-03-02,Suitable
3,1,0,Jim Corbett National Park,174.85714285714286,32.51428571428571,2.3428571428571425,0.8571428571428571,60.714285714285715,176,2020-03-03,Mild
3,2,0,Jim Corbett National Park,201.14285714285714,37.01428571428572,3.271428571428572,1.8571428571428572,25.714285714285715,190,2020-03-04,Mild
3,3,0,Jim Corbett National Park,185.42857142857142,32.857142857142854,2.442857142857143,1.1428571428571428,44.142857142857146,175,2020-03-05,Mild
3,4,0,Jim Corbett National Park,190.0,34.32857142857143,3.085714285714286,1.1428571428571428,52.142857142857146,102,2020-03-06,Mild
3,5,0,Jim Corbett National Park,169.28571428571428,34.44285714285714,2.7285714285714286,1.2857142857142858,58.0,196,2020-03-07,Mild
3,6,0,Jim Corbett National Park,214.0,34.14285714285714,2.614285714285714,0.7142857142857143,36.857142857142854,245,2020-03-08,Suitable
3,0,0,Jim Corbett National Park,225.57142857142858,37.44285714285714,2.885714285714286,1.2857142857142858,37.57142857142857,179,2020-03-09,Mild
3,1,1,Jim Corbett National Park,190.0,35.24285714285714,3.0571428571428574,0.5714285714285714,41.57142857142857,184,2020-03-10,Mild
3,2,0,Jim Corbett National Park,176.85714285714286,33.699999999999996,2.542857142857143,1.7142857142857142,45.857142857142854,54,2020-03-11,Mild
3,3,0,Jim Corbett National Park,192.42857142857142,34.7,2.957142857142857,0.7142857142857143,32.57142857142857,139,2020-03-12,Mild
3,4,0,Jim Corbett National Park,199.71428571428572,32.18571428571429,3.085714285714286,1.1428571428571428,49.57142857142857,143,2020-03-13,Mild
3,5,0,Jim Corbett National Park,172.85714285714286,34.628571428571426,3.3857142857142857,0.8571428571428571,42.714285714285715,134,2020-03-14,Mild
3,6,0,Jim Corbett National Park,212.28571428571428,35.199999999999996,3.5714285714285716,1.5714285714285714,43.57142857142857,134,2020-03-15,Mild
3,0,0,Jim Corbett National Park,203.0,33.67142857142857,2.2142857142857144,1.4285714285714286,57.285714285714285,289,2020-03-16,Suitable
3,1,0,Jim Corbett National Park,204.57142857142858,34.1,2.871428571428571,1.2857142857142858,40.857142857142854,133,2020-03-17,Mild
3,2,0,Jim Corbett National Park,217.57142857142858,35.214285714285715,2.8857142857142857,0.2857142857142857,55.285714285714285,284,2020-03-18,Suitable
3,3,0,Jim Corbett National Park,238.71428571428572,34.82857142857143,3.3857142857142852,1.5714285714285714,45.42857142857143,212,2020-03-19,Suitable
3,4,0,Jim Corbett National Park,187.0,33.114285714285714,3.542857142857143,1.1428571428571428,51.0,119,2020-03-20,Mild
3,5,0,Jim Corbett National Park,200.28571428571428,35.42857142857143,2.814285714285714,1.5714285714285714,57.0,200,2020-03-21,Suitable
3,6,0,Jim Corbett National Park,206.42857142857142,34.942857142857136,3.1285714285714286,1.8571428571428572,51.285714285714285,199,2020-03-22,Suitable
3,0,0,Jim Corbett National Park,218.14285714285714,35.42857142857143,3.3714285714285714,0.5714285714285714,57.285714285714285,133,2020-03-23,Mild
3,1,0,Jim Corbett National Park,168.28571428571428,32.82857142857143,3.157142857142857,0.5714285714285714,50.57142857142857,289,2020-03-24,Suitable
3,2,0,Jim Corbett National Park,197.85714285714286,34.17142857142857,3.357142857142857,0.7142857142857143,37.142857142857146,210,2020-03-25,Suitable
3,3,0,Jim Corbett National Park,173.28571428571428,33.02857142857143,3.128571428571429,1.1428571428571428,43.285714285714285,195,2020-03-26,Mild
3,4,0,Jim Corbett National Park,197.57142857142858,36.91428571428572,3.1571428571428575,1.1428571428571428,47.142857142857146,155,2020-03-27,Mild
3,5,0,Jim Corbett National Park,186.57142857142858,34.9,3.0285714285714285,1.2857142857142858,52.714285714285715,190,2020-03-28,Mild
3,6,0,Jim Corbett National Park,200.85714285714286,33.84285714285714,2.2714285714285714,1.7142857142857142,58.0,118,2020-03-29,Mild
3,0,0,Jim Corbett National Park,171.0,34.87142857142857,3.0714285714285716,0.8571428571428571,31.0,185,2020-03-30,Mild
3,1,0,Jim Corbett National Park,171.28571428571428,34.84285714285715,2.9857142857142853,1.8571428571428572,64.28571428571429,65,2020-03-31,Mild
4,2,0,Jim Corbett National Park,292.14285714285717,38.15714285714286,3.3428571428571425,1.4285714285714286,43.57142857142857,304,2020-04-01,Overcrowded
4,3,1,Jim Corbett National Park,292.0,35.17142857142857,3.2,1.2857142857142858,64.71428571428571,231,2020-04-02,Suitable
4,4,0,Jim Corbett National Park,293.0,36.728571428571435,3.1571428571428575,1.4285714285714286,53.714285714285715,416,2020-04-03,Overcrowded
4,5,0,Jim Corbett National Park,290.7142857142857,37.17142857142857,2.4285714285714293,1.2857142857142858,54.42857142857143,275,2020-04-04,Suitable
4,6,0,Jim Corbett National Park,271.57142857142856,36.4,3.085714285714286,1.0,49.285714285714285,202,2020-04-05,Suitable
4,0,1,Jim Corbett National Park,320.7142857142857,35.31428571428572,3.471428571428572,1.4285714285714286,47.142857142857146,379,2020-04-06,Overcrowded
4,1,0,Jim Corbett National Park,288.7142857142857,35.214285714285715,3.271428571428572,0.2857142857142857,61.57142857142857,242,2020-04-07,Suitable
4,2,0,Jim Corbett National Park,310.7142857142857,36.72857142857142,2.3285714285714287,0.8571428571428571,35.714285714285715,302,2020-04-08,Suitable
4,3,0,Jim Corbett National Park,331.7142857142857,35.57142857142858,3.6142857142857143,1.5714285714285714,58.714285714285715,319,2020-04-09,Overcrowded
4,4,1,Jim Corbett National Park,292.14285714285717,36.44285714285714,3.785714285714285,1.7142857142857142,50.285714285714285,269,2020-04-10,Suitable
4,5,0,Jim Corbett National Park,316.42857142857144,36.699999999999996,2.971428571428571,1.0,61.42857142857143,295,2020-04-11,Suitable
4,6,0,Jim Corbett National Park,254.0,35.942857142857136,2.9999999999999996,0.2857142857142857,37.142857142857146,275,2020-04-12,Suitable
4,0,0,Jim Corbett National Park,308.57142857142856,38.75714285714286,3.4571428571428577,1.5714285714285714,47.142857142857146,301,2020-04-13,Suitable
4,1,1,Jim Corbett National Park,299.7142857142857,34.642857142857146,2.7857142857142856,1.2857142857142858,37.285714285714285,313,2020-04-14,Overcrowded
4,2,0,Jim Corbett National Park,303.0,36.528571428571425,2.771428571428572,1.0,46.285714285714285,340,2020-04-15,Overcrowded
4,3,0,Jim Corbett National Park,338.7142857142857,37.25714285714286,2.642857142857143,1.2857142857142858,52.57142857142857,277,2020-04-16,Suitable
4,4,0,Jim Corbett National Park,267.2857142857143,37.3,2.985714285714286,0.5714285714285714,37.142857142857146,276,2020-04-17,Suitable
4,5,0,Jim Corbett National Park,318.85714285714283,36.6,3.314285714285714,0.8571428571428571,54.857142857142854,366,2020-04-18,Overcrowded
4,6,0,Jim Corbett National Park,297.7142857142857,37.042857142857144,3.1,1.2857142857142858,57.0,248,2020-04-19,Suitable
4,0,0,Jim Corbett National Park,326.2857142857143,37.92857142857144,2.628571428571429,1.0,58.42857142857143,349,2020-04-20,Overcrowded
4,1,0,Jim Corbett National Park,311.0,35.857142857142854,2.7857142857142856,0.5714285714285714,47.57142857142857,324,2020-04-21,Overcrowded
4,2,0,Jim Corbett National Park,306.85714285714283,34.51428571428572,3.1714285714285713,0.8571428571428571,47.42857142857143,308,2020-04-22,Overcrowded
4,3,0,Jim Corbett National Park,284.2857142857143,34.971428571428575,3.3285714285714283,1.5714285714285714,54.285714285714285,294,2020-04-23,Suitable
4,4,0,Jim Corbett National Park,288.42857142857144,38.25714285714286,3.357142857142857,1.0,45.42857142857143,346,2020-04-24,Overcrowded
4,5,0,Jim Corbett National Park,308.0,36.74285714285714,2.7142857142857144,0.8571428571428571,51.0,339,2020-04-25,Overcrowded
4,6,0,Jim Corbett National Park,321.0,36.84285714285714,2.957142857142857,0.8571428571428571,52.857142857142854,365,2020-04-26,Overcrowded
4,0,0,Jim Corbett National Park,315.14285714285717,35.800000000000004,3.2714285714285714,1.4285714285714286,43.857142857142854,319,2020-04-27,Overcrowded
4,1,0,Jim Corbett National Park,327.85714285714283,36.47142857142857,3.9285714285714284,0.8571428571428571,45.714285714285715,285,2020-04-28,Suitable
4,2,0,Jim Corbett National Park,312.42857142857144,34.628571428571426,3.042857142857143,0.7142857142857143,49.285714285714285,349,2020-04-29,Overcrowded
4,3,0,Jim Corbett National Park,295.2857142857143,36.64285714285715,3.2285714285714286,0.42857142857142855,48.142857142857146,293,2020-04-30,Suitable
5,4,0,Jim Corbett National Park,297.85714285714283,36.557142857142864,3.728571428571428,0.2857142857142857,44.57142857142857,218,2020-05-01,Suitable
5,5,0,Jim Corbett National Park,272.85714285714283,35.04285714285714,2.914285714285714,0.2857142857142857,55.42857142857143,226,2020-05-02,Suitable
5,6,0,Jim Corbett National Park,300.57142857142856,33.7,2.5,0.0,47.57142857142857,275,2020-05-03,Suitable
5,0,0,Jim Corbett National Park,319.57142857142856,35.028571428571425,3.0857142857142854,0.14285714285714285,63.714285714285715,306,2020-05-04,Overcrowded
5,1,0,Jim Corbett National Park,273.57142857142856,33.471428571428575,2.457142857142857,0.2857142857142857,51.57142857142857,322,2020-05-05,Overcrowded
5,2,0,Jim Corbett National Park,338.42857142857144,35.24285714285714,3.0714285714285716,0.14285714285714285,50.857142857142854,338,2020-05-06,Overcrowded
5,3,1,Jim Corbett National Park,288.42857142857144,35.01428571428572,2.9571428571428577,0.14285714285714285,51.0,284,2020-05-07,Suitable
5,4,0,Jim Corbett National Park,283.57142857142856,33.4,2.642857142857143,0.14285714285714285,47.285714285714285,310,2020-05-08,Overcrowded
5,5,0,Jim Corbett National Park,310.14285714285717,35.1,3.1571428571428575,0.14285714285714285,57.0,251,2020-05-09,Suitable
5,6,0,Jim Corbett National Park,334.42857142857144,33.8,2.9285714285714284,0.2857142857142857,46.57142857142857,378,2020-05-10,Overcrowded
5,0,0,Jim Corbett National Park,303.7142857142857,31.61428571428571,3.1999999999999997,0.5714285714285714,46.857142857142854,388,2020-05-11,Overcrowded
5,1,0,Jim Corbett National Park,286.57142857142856,34.92857142857143,2.4714285714285715,0.0,43.0,293,2020-05-12,Suitable
5,2,0,Jim Corbett National Park,304.2857142857143,36.05714285714286,2.742857142857143,0.0,39.142857142857146,333,2020-05-13,Overcrowded
5,3,0,Jim Corbett National Park,301.85714285714283,34.128571428571426,2.7571428571428567,0.0,49.857142857142854,339,2020-05-14,Overcrowded
5,4,0,Jim Corbett National Park,276.2857142857143,33.714285714285715,2.8857142857142857,0.42857142857142855,57.142857142857146,239,2020-05-15,Suitable
5,5,0,Jim Corbett National Park,282.14285714285717,34.871428571428574,3.657142857142857,0.2857142857142857,54.857142857142854,244,2020-05-16,Suitable
5,6,0,Jim Corbett National Park,301.57142857142856,35.614285714285714,3.4,0.0,42.42857142857143,356,2020-05-17,Overcrowded
5,0,0,Jim Corbett National Park,298.2857142857143,34.142857142857146,3.557142857142857,0.0,50.142857142857146,291,2020-05-18,Suitable
5,1,0,Jim Corbett National Park,283.42857142857144,33.371428571428574,2.585714285714286,0.2857142857142857,67.85714285714286,271,2020-05-19,Suitable
5,2,0,Jim Corbett National Park,294.2857142857143,35.214285714285715,3.528571428571429,0.0,55.714285714285715,264,2020-05-20,Suitable
5,3,0,Jim Corbett National Park,285.0,34.77142857142857,3.085714285714286,0.2857142857142857,47.714285714285715,217,2020-05-21,Suitable
5,4,0,Jim Corbett National Park,291.85714285714283,33.81428571428572,2.7714285714285714,0.2857142857142857,54.0,251,2020-05-22,Suitable
5,5,0,Jim Corbett National Park,292.42857142857144,34.785714285714285,3.1,0.0,46.0,191,2020-05-23,Mild
5,6,0,Jim Corbett National Park,315.2857142857143,32.642857142857146,2.728571428571428,0.0,55.0,290,2020-05-24,Suitable
5,0,1,Jim Corbett National Park,300.85714285714283,34.871428571428574,3.6142857142857143,0.42857142857142855,57.42857142857143,291,2020-05-25,Suitable
5,1,0,Jim Corbett National Park,293.7142857142857,32.81428571428572,2.1142857142857143,0.2857142857142857,63.285714285714285,335,2020-05-26,Overcrowded
5,2,0,Jim Corbett National Park,277.0,34.028571428571425,3.1999999999999997,0.0,60.857142857142854,265,2020-05-27,Suitable
5,3,0,Jim Corbett National Park,306.7142857142857,34.24285714285715,3.2571428571428567,0.2857142857142857,49.42857142857143,327,2020-05-28,Overcrowded
5,4,0,Jim Corbett National Park,320.7142857142857,35.857142857142854,3.0285714285714285,0.2857142857142857,46.142857142857146,275,2020-05-29,Suitable
5,5,0,Jim Corbett National Park,305.14285714285717,34.94285714285714,2.842857142857143,0.14285714285714285,54.0,334,2020-05-30,Overcrowded
5,6,0,Jim Corbett National Park,311.42857142857144,32.50000000000001,2.642857142857143,0.14285714285714285,44.42857142857143,320,2020-05-31,Overcrowded
6,0,0,Jim Corbett National Park,344.42857142857144,32.55714285714286,2.9857142857142853,0.14285714285714285,48.57142857142857,370,2020-06-01,Overcrowded
6,1,0,Jim Corbett National Park,302.85714285714283,30.571428571428573,2.657142857142857,0.0,45.857142857142854,313,2020-06-02,Overcrowded
6,2,0,Jim Corbett National Park,261.14285714285717,31.271428571428572,3.0,0.14285714285714285,51.285714285714285,189,2020-06-03,Mild
6,3,0,Jim Corbett National Park,308.14285714285717,31.485714285714284,2.814285714285714,0.5714285714285714,48.57142857142857,286,2020-06-04,Suitable
6,4,0,Jim Corbett National Park,310.14285714285717,30.371428571428574,3.314285714285714,0.2857142857142857,52.285714285714285,283,2020-06-05,Suitable
6,5,0,Jim Corbett National Park,312.42857142857144,29.014285714285712,3.1142857142857143,0.2857142857142857,40.714285714285715,288,2020-06-06,Suitable
6,6,0,Jim Corbett National Park,316.7142857142857,31.45714285714286,3.842857142857143,0.14285714285714285,50.142857142857146,288,2020-06-07,Suitable
6,0,0,Jim Corbett National Park,329.2857142857143,30.04285714285714,2.528571428571429,0.42857142857142855,56.0,321,2020-06-08,Overcrowded
6,1,0,Jim Corbett National Park,304.2857142857143,29.32857142857143,3.1571428571428575,0.42857142857142855,41.0,344,2020-06-09,Overcrowded
6,2,0,Jim Corbett National Park,301.2857142857143,29.02857142857143,3.142857142857143,0.0,55.0,308,2020-06-10,Overcrowded
6,3,0,Jim Corbett National Park,281.85714285714283,30.571428571428573,2.5571428571428574,0.0,68.0,383,2020-06-11,Overcrowded
6,4,0,Jim Corbett National Park,320.0,28.9,2.985714285714286,0.42857142857142855,55.57142857142857,345,2020-06-12,Overcrowded
6,5,0,Jim Corbett National Park,308.14285714285717,28.67142857142857,3.2714285714285714,0.42857142857142855,48.57142857142857,297,2020-06-13,Suitable
6,6,0,Jim Corbett National Park,348.2857142857143,31.928571428571427,3.285714285714286,0.2857142857142857,45.57142857142857,262,2020-06-14,Suitable
6,0,0,Jim Corbett National Park,337.7142857142857,27.571428571428573,2.5285714285714285,0.14285714285714285,56.714285714285715,302,2020-06-15,Suitable
6,1,0,Jim Corbett National Park,337.14285714285717,33.042857142857144,3.1,0.14285714285714285,55.42857142857143,277,2020-06-16,Suitable
6,2,0,Jim Corbett National Park,309.0,31.057142857142857,2.3285714285714287,0.14285714285714285,48.0,333,2020-06-17,Overcrowded
6,3,0,Jim Corbett National Park,304.85714285714283,30.057142857142853,2.5714285714285716,0.42857142857142855,37.285714285714285,301,2020-06-18,Suitable
6,4,0,Jim Corbett National Park,327.2857142857143,29.771428571428572,2.685714285714286,0.14285714285714285,58.714285714285715,383,2020-06-19,Overcrowded
6,5,0,Jim Corbett National Park,339.2857142857143,33.34285714285714,2.971428571428572,0.14285714285714285,54.857142857142854,313,2020-06-20,Overcrowded
6,6,0,Jim Corbett National Park,287.2857142857143,32.357142857142854,3.485714285714286,0.0,51.42857142857143,306,2020-06-21,Overcrowded
6,0,0,Jim Corbett National Park,328.7142857142857,28.199999999999996,3.0,0.42857142857142855,52.285714285714285,311,2020-06-22,Overcrowded
6,1,0,Jim Corbett National Park,274.42857142857144,29.5,2.7857142857142856,0.14285714285714285,49.0,209,2020-06-23,Suitable
6,2,0,Jim Corbett National Park,295.57142857142856,31.22857142857143,3.1285714285714286,0.2857142857142857,48.0,347,2020-06-24,Overcrowded
6,3,0,Jim Corbett National Park,333.14285714285717,29.228571428571428,2.642857142857143,0.42857142857142855,58.857142857142854,397,2020-06-25,Overcrowded
6,4,0,Jim Corbett National Park,296.7142857142857,29.542857142857144,2.442857142857143,0.2857142857142857,47.857142857142854,296,2020-06-26,Suitable
6,5,0,Jim Corbett National Park,265.42857142857144,31.057142857142857,3.042857142857143,0.0,33.57142857142857,306,2020-06-27,Overcrowded
6,6,0,Jim Corbett National Park,276.2857142857143,32.27142857142858,2.0428571428571427,0.14285714285714285,42.285714285714285,279,2020-06-28,Suitable
6,0,0,Jim Corbett National Park,274.14285714285717,32.78571428571429,3.3000000000000003,0.14285714285714285,50.0,265,2020-06-29,Suitable
6,1,0,Jim Corbett National Park,297.14285714285717,31.271428571428576,2.928571428571428,0.0,46.714285714285715,261,2020-06-30,Suitable
7,2,0,Jim Corbett National Park,196.57142857142858,24.842857142857145,7.7,0.14285714285714285,43.857142857142854,147,2020-07-01,Mild
7,3,0,Jim Corbett National Park,209.42857142857142,25.11428571428571,8.514285714285714,0.14285714285714285,52.0,250,2020-07-02,Suitable
7,4,0,Jim Corbett National Park,226.57142857142858,23.085714285714285,8.714285714285714,0.14285714285714285,50.42857142857143,258,2020-07-03,Suitable
7,5,0,Jim Corbett National Park,168.14285714285714,25.45714285714286,9.314285714285715,0.14285714285714285,47.42857142857143,219,2020-07-04,Suitable
7,6,0,Jim Corbett National Park,179.28571428571428,23.885714285714283,7.642857142857143,0.14285714285714285,44.0,239,2020-07-05,Suitable
7,0,0,Jim Corbett National Park,201.28571428571428,24.157142857142855,7.114285714285715,0.14285714285714285,47.857142857142854,223,2020-07-06,Suitable
7,1,0,Jim Corbett National Park,214.0,26.828571428571426,8.042857142857143,0.42857142857142855,43.285714285714285,191,2020-07-07,Mild
7,2,0,Jim Corbett National Park,210.57142857142858,26.02857142857143,8.457142857142857,0.14285714285714285,44.42857142857143,217,2020-07-08,Suitable
7,3,0,Jim Corbett National Park,185.85714285714286,25.957142857142856,8.357142857142858,0.0,59.42857142857143,106,2020-07-09,Mild
7,4,0,Jim Corbett National Park,219.42857142857142,26.528571428571432,7.3428571428571425,0.14285714285714285,47.857142857142854,222,2020-07-10,Suitable
7,5,0,Jim Corbett National Park,221.57142857142858,26.72857142857143,7.82857142857143,0.5714285714285714,54.714285714285715,178,2020-07-11,Mild
7,6,0,Jim Corbett National Park,198.14285714285714,25.642857142857142,8.271428571428572,0.42857142857142855,49.142857142857146,205,2020-07-12,Suitable
7,0,0,Jim Corbett National Park,179.0,26.74285714285714,8.385714285714286,0.14285714285714285,46.42857142857143,143,2020-07-13,Mild
7,1,0,Jim Corbett National Park,196.57142857142858,26.91428571428571,8.428571428571429,0.14285714285714285,45.285714285714285,245,2020-07-14,Suitable
7,2,0,Jim Corbett National Park,186.0,26.014285714285716,8.328571428571427,0.14285714285714285,58.57142857142857,195,2020-07-15,Mild
7,3,0,Jim Corbett National Park,198.28571428571428,27.628571428571426,8.085714285714285,0.2857142857142857,66.42857142857143,228,2020-07-16,Suitable
7,4,0,Jim Corbett National Park,202.28571428571428,25.67142857142857,7.499999999999999,0.14285714285714285,54.142857142857146,219,2020-07-17,Suitable
7,5,0,Jim Corbett National Park,188.0,26.142857142857142,8.142857142857142,0.5714285714285714,41.42857142857143,187,2020-07-18,Mild
7,6,0,Jim Corbett National Park,182.0,26.185714285714287,8.671428571428573,0.2857142857142857,31.285714285714285,181,2020-07-19,Mild
7,0,0,Jim Corbett National Park,187.28571428571428,25.157142857142862,7.557142857142857,0.42857142857142855,56.714285714285715,138,2020-07-20,Mild
7,1,0,Jim Corbett National Park,171.42857142857142,25.571428571428577,7.685714285714286,0.14285714285714285,45.714285714285715,188,2020-07-21,Mild
7,2,0,Jim Corbett National Park,208.57142857142858,24.942857142857143,8.1,0.14285714285714285,57.42857142857143,193,2020-07-22,Mild
7,3,0,Jim Corbett National Park,191.14285714285714,26.25714285714286,8.614285714285714,0.42857142857142855,47.285714285714285,152,2020-07-23,Mild
7,4,0,Jim Corbett National Park,205.28571428571428,24.342857142857138,8.128571428571428,0.2857142857142857,38.714285714285715,154,2020-07-24,Mild
7,5,0,Jim Corbett National Park,195.71428571428572,26.428571428571427,8.12857142857143,0.42857142857142855,39.0,209,2020-07-25,Suitable
7,6,0,Jim Corbett National Park,214.57142857142858,27.057142857142857,7.671428571428571,0.2857142857142857,53.142857142857146,156,2020-07-26,Mild
7,0,0,Jim Corbett National Park,207.0,24.971428571428568,7.657142857142857,0.5714285714285714,46.42857142857143,172,2020-07-27,Mild
7,1,0,Jim Corbett National Park,205.71428571428572,26.099999999999998,8.314285714285715,0.2857142857142857,40.57142857142857,251,2020-07-28,Suitable
7,2,0,Jim Corbett National Park,172.85714285714286,26.957142857142856,8.1,0.2857142857142857,49.42857142857143,133,2020-07-29,Mild
7,3,0,Jim Corbett National Park,194.71428571428572,26.87142857142857,8.342857142857143,0.14285714285714285,41.42857142857143,164,2020-07-30,Mild
7,4,0,Jim Corbett National Park,178.71428571428572,26.385714285714283,9.200000000000001,0.42857142857142855,42.857142857142854,160,2020-07-31,Mild
8,5,1,Jim Corbett National Park,203.71428571428572,19.67142857142857,7.771428571428571,0.42857142857142855,47.0,229,2020-08-01,Suitable
8,6,0,Jim Corbett National Park,202.14285714285714,21.199999999999996,7.957142857142856,0.0,48.285714285714285,188,2020-08-02,Mild
8,0,0,Jim Corbett National Park,183.85714285714286,21.414285714285715,7.699999999999998,0.2857142857142857,40.285714285714285,254,2020-08-03,Suitable
8,1,0,Jim Corbett National Park,231.71428571428572,21.042857142857144,8.12857142857143,0.2857142857142857,45.57142857142857,228,2020-08-04,Suitable
8,2,0,Jim Corbett National Park,222.85714285714286,20.37142857142857,8.171428571428573,0.0,57.142857142857146,234,2020-08-05,Suitable
8,3,0,Jim Corbett National Park,185.28571428571428,22.571428571428573,8.057142857142857,0.2857142857142857,45.42857142857143,178,2020-08-06,Mild
8,4,0,Jim Corbett National Park,200.57142857142858,22.357142857142854,8.171428571428573,0.2857142857142857,60.57142857142857,187,2020-08-07,Mild
8,5,0,Jim Corbett National Park,211.57142857142858,22.37142857142857,7.357142857142856,0.0,64.42857142857143,164,2020-08-08,Mild
8,6,0,Jim Corbett National Park,217.71428571428572,21.357142857142858,8.585714285714285,0.0,60.57142857142857,292,2020-08-09,Suitable
8,0,0,Jim Corbett National Park,194.57142857142858,20.67142857142857,7.685714285714285,0.0,41.142857142857146,141,2020-08-10,Mild
8,1,0,Jim Corbett National Park,202.85714285714286,22.042857142857144,7.142857142857143,0.14285714285714285,37.0,99,2020-08-11,Mild
8,2,1,Jim Corbett National Park,179.42857142857142,21.24285714285714,7.5857142857142845,0.14285714285714285,40.285714285714285,258,2020-08-12,Suitable
8,3,0,Jim Corbett National Park,205.28571428571428,22.271428571428576,7.757142857142858,0.14285714285714285,49.0,250,2020-08-13,Suitable
8,4,0,Jim Corbett National Park,200.85714285714286,21.0,7.8999999999999995,0.2857142857142857,61.142857142857146,186,2020-08-14,Mild
8,5,1,Jim Corbett National Park,217.85714285714286,21.87142857142857,8.071428571428571,0.2857142857142857,52.0,188,2020-08-15,Mild
8,6,0,Jim Corbett National Park,172.42857142857142,23.928571428571427,7.957142857142857,0.0,41.285714285714285,118,2020-08-16,Mild
8,0,0,Jim Corbett National Park,201.28571428571428,20.857142857142858,8.928571428571429,0.2857142857142857,36.714285714285715,206,2020-08-17,Suitable
8,1,0,Jim Corbett National Park,234.14285714285714,20.75714285714286,7.371428571428572,0.0,55.0,254,2020-08-18,Suitable
8,2,0,Jim Corbett National Park,179.57142857142858,20.45714285714286,7.628571428571428,0.2857142857142857,61.714285714285715,205,2020-08-19,Suitable
8,3,0,Jim Corbett National Park,205.42857142857142,21.52857142857143,8.428571428571429,0.14285714285714285,49.285714285714285,211,2020-08-20,Suitable
8,4,0,Jim Corbett National Park,227.28571428571428,19.042857142857144,7.985714285714287,0.14285714285714285,43.0,273,2020-08-21,Suitable
8,5,0,Jim Corbett National Park,196.71428571428572,20.542857142857144,7.7,0.2857142857142857,51.0,144,2020-08-22,Mild
8,6,0,Jim Corbett National Park,217.28571428571428,21.82857142857143,7.757142857142857,0.14285714285714285,51.42857142857143,154,2020-08-23,Mild
8,0,0,Jim Corbett National Park,205.71428571428572,20.071428571428573,8.22857142857143,0.2857142857142857,51.857142857142854,175,2020-08-24,Mild
8,1,0,Jim Corbett National Park,204.57142857142858,20.957142857142856,7.128571428571428,0.14285714285714285,54.0,244,2020-08-25,Suitable
8,2,0,Jim Corbett National Park,207.57142857142858,20.342857142857145,8.028571428571427,0.14285714285714285,54.714285714285715,312,2020-08-26,Overcrowded
8,3,0,Jim Corbett National Park,236.71428571428572,19.071428571428573,8.22857142857143,0.14285714285714285,61.42857142857143,329,2020-08-27,Overcrowded
8,4,0,Jim Corbett National Park,205.28571428571428,19.300000000000004,7.742857142857143,0.14285714285714285,56.0,220,2020-08-28,Suitable
8,5,0,Jim Corbett National Park,203.14285714285714,22.0,8.22857142857143,0.42857142857142855,49.0,227,2020-08-29,Suitable
8,6,1,Jim Corbett National Park,203.0,20.185714285714283,7.442857142857143,0.0,48.42857142857143,266,2020-08-30,Suitable
8,0,0,Jim Corbett National Park,207.71428571428572,20.357142857142858,8.0,0.0,51.285714285714285,264,2020-08-31,Suitable
9,1,0,Jim Corbett National Park,299.42857142857144,16.599999999999998,3.142857142857143,0.2857142857142857,52.142857142857146,265,2020-09-01,Suitable
9,2,0,Jim Corbett National Park,308.85714285714283,15.442857142857141,2.9428571428571426,0.14285714285714285,59.0,318,2020-09-02,Overcrowded
9,3,0,Jim Corbett National Park,308.85714285714283,17.485714285714288,3.0285714285714285,0.0,46.857142857142854,356,2020-09-03,Overcrowded
9,4,0,Jim Corbett National Park,297.7142857142857,16.542857142857144,3.142857142857143,0.0,55.285714285714285,320,2020-09-04,Overcrowded
9,5,0,Jim Corbett National Park,323.57142857142856,13.314285714285715,2.814285714285714,0.5714285714285714,45.142857142857146,318,2020-09-05,Overcrowded
9,6,0,Jim Corbett National Park,293.57142857142856,17.185714285714287,3.4142857142857146,0.0,53.857142857142854,330,2020-09-06,Overcrowded
9,0,0,Jim Corbett National Park,335.85714285714283,18.657142857142855,3.1,0.14285714285714285,46.714285714285715,367,2020-09-07,Overcrowded
9,1,0,Jim Corbett National Park,319.14285714285717,16.385714285714286,2.985714285714286,0.0,56.57142857142857,294,2020-09-08,Suitable
9,2,0,Jim Corbett National Park,286.85714285714283,15.642857142857142,3.3000000000000003,0.2857142857142857,44.714285714285715,307,2020-09-09,Overcrowded
9,3,0,Jim Corbett National Park,273.57142857142856,15.957142857142857,2.1142857142857143,0.14285714285714285,54.142857142857146,309,2020-09-10,Overcrowded
9,4,0,Jim Corbett National Park,260.57142857142856,18.614285714285717,2.8857142857142857,0.0,61.142857142857146,304,2020-09-11,Overcrowded
9,5,0,Jim Corbett National Park,268.42857142857144,18.314285714285713,3.3714285714285714,0.2857142857142857,42.285714285714285,202,2020-09-12,Suitable
9,6,0,Jim Corbett National Park,316.0,16.714285714285715,2.8,0.2857142857142857,55.285714285714285,380,2020-09-13,Overcrowded
