site,date,tourists,temp,precip,event_count,trend_score
Badrinath,2020-08-31,247,6.1,8.8,0,20
Badrinath,2020-09-01,264,4.3,1.7,0,14
Badrinath,2020-09-02,225,4.3,1.2,0,25
Badrinath,2020-09-03,363,-1.2,1.5,0,64
Badrinath,2020-09-04,329,0.5,3.9,0,78
Badrinath,2020-09-05,354,1.0,3.4,1,14
Badrinath,2020-09-06,281,-2.1,3.0,0,24
Badrinath,2020-09-07,275,1.8,0.0,1,93
Badrinath,2020-09-08,318,2.4,3.1,0,9
Badrinath,2020-09-09,287,1.4,2.3,0,65
Badrinath,2020-09-10,311,4.2,2.1,0,82
Badrinath,2020-09-11,327,-0.8,1.4,0,47
Badrinath,2020-09-12,293,5.0,2.6,1,88
Badrinath,2020-09-13,253,0.9,2.5,1,45
Badrinath,2020-09-14,309,4.7,3.3,0,84
Badrinath,2020-09-15,347,0.6,3.1,1,34
Badrinath,2020-09-16,291,2.0,3.9,0,31
Badrinath,2020-09-17,312,4.8,2.6,0,40
Badrinath,2020-09-18,330,2.4,3.9,0,55
Badrinath,2020-09-19,173,-3.2,2.2,0,54
Badrinath,2020-09-20,314,1.2,1.1,0,40
Badrinath,2020-09-21,298,-1.9,1.6,0,58
Badrinath,2020-09-22,173,-3.4,1.6,0,18
Badrinath,2020-09-23,282,1.7,2.2,0,53
Badrinath,2020-09-24,333,1.2,1.9,0,43
Badrinath,2020-09-25,227,1.6,3.1,0,69
Badrinath,2020-09-26,315,1.4,2.2,0,65
Badrinath,2020-09-27,255,1.0,1.4,1,60
Badrinath,2020-09-28,351,7.8,2.8,0,34
Badrinath,2020-09-29,290,3.6,3.0,0,87
Badrinath,2020-09-30,367,3.6,1.8,0,86
Badrinath,2020-10-01,387,-1.5,1.9,0,67
Badrinath,2020-10-02,253,1.1,0.5,0,45
Badrinath,2020-10-03,339,-8.2,1.9,4,72
Badrinath,2020-10-04,305,0.5,2.5,1,29
Badrinath,2020-10-05,307,4.6,1.4,0,42
Badrinath,2020-10-06,258,2.8,3.2,0,55
Badrinath,2020-10-07,267,0.0,1.4,0,60
Badrinath,2020-10-08,275,-0.6,0.5,0,68
Badrinath,2020-10-09,294,0.3,2.1,1,33
Badrinath,2020-10-10,369,-1.1,1.9,1,16
Badrinath,2020-10-11,299,-0.5,2.9,2,96
Badrinath,2020-10-12,343,3.7,1.8,0,55
Badrinath,2020-10-13,312,-0.2,2.0,0,56
Badrinath,2020-10-14,297,3.7,1.7,0,37
Badrinath,2020-10-15,261,-6.7,2.6,2,67
Badrinath,2020-10-16,234,-7.3,1.8,1,52
Badrinath,2020-10-17,346,-0.9,3.3,0,67
Badrinath,2020-10-18,216,-6.6,2.3,1,47
Badrinath,2020-10-19,331,1.1,0.0,0,74
Badrinath,2020-10-20,331,4.7,1.9,1,60
Badrinath,2020-10-21,294,0.4,2.7,1,37
Badrinath,2020-10-22,258,0.5,3.2,0,47
Badrinath,2020-10-23,176,1.9,0.0,0,62
Badrinath,2020-10-24,315,-0.8,1.3,1,37
Badrinath,2020-10-25,283,1.7,1.5,0,57
Badrinath,2020-10-26,312,2.5,2.0,2,7
Badrinath,2020-10-27,333,2.7,1.9,0,49
Badrinath,2020-10-28,316,0.3,1.8,0,40
Badrinath,2020-10-29,334,-0.6,0.5,0,40
Badrinath,2020-10-30,350,0.1,2.3,1,84
Badrinath,2020-10-31,353,-0.3,2.4,1,49
Badrinath,2020-11-01,328,-2.1,2.0,0,37
Badrinath,2020-11-02,246,2.8,1.9,1,58
Badrinath,2020-11-03,297,3.0,0.9,2,42
Badrinath,2020-11-04,261,9.2,1.7,1,61
Badrinath,2020-11-05,251,0.8,2.9,1,44
Badrinath,2020-11-06,243,1.1,0.9,2,43
Badrinath,2020-11-07,288,4.9,0.8,0,46
Badrinath,2020-11-08,312,-1.1,1.6,0,10
Badrinath,2020-11-09,398,-0.2,2.2,0,30
Badrinath,2020-11-10,203,7.2,2.0,1,96
Badrinath,2020-11-11,359,3.5,2.6,3,47
Badrinath,2020-11-12,300,2.3,3.1,0,45
Badrinath,2020-11-13,221,-3.4,3.4,1,31
Badrinath,2020-11-14,330,-0.2,2.5,1,66
Badrinath,2020-11-15,389,-1.4,3.1,2,57
Badrinath,2020-11-16,347,9.6,2.3,1,29
Badrinath,2020-11-17,243,-1.4,0.7,1,44
Badrinath,2020-11-18,316,5.0,2.0,0,40
Badrinath,2020-11-19,350,-4.1,2.7,2,74
Badrinath,2020-11-20,274,5.7,0.0,1,0
Badrinath,2020-11-21,284,-3.0,2.0,1,13
Badrinath,2020-11-22,314,5.3,1.4,0,63
Badrinath,2020-11-23,376,-1.6,2.0,0,26
Badrinath,2020-11-24,261,2.6,2.4,2,48
Badrinath,2020-11-25,288,-1.1,1.6,3,53
Badrinath,2020-11-26,305,-0.4,2.5,1,49
Badrinath,2020-11-27,369,0.4,3.4,1,61
Badrinath,2020-11-28,326,3.7,0.4,1,38
Badrinath,2020-11-29,222,3.9,2.6,2,35
Badrinath,2020-11-30,376,1.2,3.0,0,100
Badrinath,2020-12-01,191,3.2,1.9,0,36
Badrinath,2020-12-02,268,2.1,3.0,0,80
Badrinath,2020-12-03,199,5.7,2.9,0,14
Badrinath,2020-12-04,153,3.7,2.3,0,70
Badrinath,2020-12-05,199,7.3,1.0,1,82
Badrinath,2020-12-06,269,7.0,2.5,0,23
Badrinath,2020-12-07,312,5.3,0.7,0,27
Badrinath,2020-12-08,139,5.5,3.3,0,22
Badrinath,2020-12-09,320,11.8,2.0,0,31
Badrinath,2020-12-10,224,10.9,1.5,0,64
Badrinath,2020-12-11,155,4.3,1.2,0,67
Badrinath,2020-12-12,271,7.3,0.0,0,38
Badrinath,2020-12-13,137,7.1,2.1,1,74
Badrinath,2020-12-14,237,5.0,2.3,0,63
Badrinath,2020-12-15,211,9.4,1.7,0,34
Badrinath,2020-12-16,238,2.5,1.9,0,32
Badrinath,2020-12-17,158,4.4,1.7,0,20
Badrinath,2020-12-18,159,8.1,1.8,0,21
Badrinath,2020-12-19,210,6.1,3.1,0,47
Badrinath,2020-12-20,204,1.5,1.9,0,46
Badrinath,2020-12-21,217,6.6,2.4,0,26
Badrinath,2020-12-22,155,5.3,1.4,0,24
Badrinath,2020-12-23,189,4.8,2.3,0,29
Badrinath,2020-12-24,258,5.1,1.7,0,75
Badrinath,2020-12-25,248,1.7,2.5,0,36
Badrinath,2020-12-26,200,4.7,1.9,0,65
Badrinath,2020-12-27,222,3.0,2.1,2,42
Badrinath,2020-12-28,191,1.3,3.7,1,53
Badrinath,2020-12-29,254,1.1,2.8,0,48
Badrinath,2020-12-30,107,3.7,1.4,0,41
Badrinath,2020-12-31,147,6.0,2.2,0,76
Badrinath,2021-01-01,200,11.2,2.8,0,78
Badrinath,2021-01-02,82,3.4,2.0,1,34
Badrinath,2021-01-03,203,9.2,1.8,0,62
Badrinath,2021-01-04,230,11.2,3.5,0,57
Badrinath,2021-01-05,155,14.8,1.1,0,48
Badrinath,2021-01-06,101,5.6,0.7,1,40
Badrinath,2021-01-07,221,10.4,1.4,0,68
Badrinath,2021-01-08,94,12.0,3.5,0,64
Badrinath,2021-01-09,248,11.2,1.3,0,78
Badrinath,2021-01-10,203,12.7,3.2,0,40
Badrinath,2021-01-11,207,8.4,1.1,1,93
Badrinath,2021-01-12,185,14.2,2.4,1,27
Badrinath,2021-01-13,242,12.8,3.6,0,73
Badrinath,2021-01-14,125,2.7,2.1,0,55
Badrinath,2021-01-15,246,3.7,1.1,0,71
Badrinath,2021-01-16,215,9.1,2.3,0,45
Badrinath,2021-01-17,201,12.2,2.1,1,6
Badrinath,2021-01-18,145,5.2,3.4,0,46
Badrinath,2021-01-19,189,8.2,2.3,0,75
Badrinath,2021-01-20,175,11.4,3.2,0,55
Badrinath,2021-01-21,150,9.3,2.0,0,52
Badrinath,2021-01-22,181,14.5,2.8,1,36
Badrinath,2021-01-23,218,9.2,1.9,0,46
Badrinath,2021-01-24,241,12.0,0.8,0,44
Badrinath,2021-01-25,241,7.7,3.4,0,48
Badrinath,2021-01-26,175,7.1,2.7,1,28
Badrinath,2021-01-27,164,7.1,2.1,0,22
Badrinath,2021-01-28,188,18.5,1.5,0,71
Badrinath,2021-01-29,124,13.0,3.4,0,23
Badrinath,2021-01-30,159,10.1,2.8,2,58
Badrinath,2021-01-31,193,10.2,1.8,0,42
Badrinath,2021-02-01,258,12.3,2.5,0,81
Badrinath,2021-02-02,210,12.9,2.0,0,37
Badrinath,2021-02-03,158,17.9,1.6,0,46
Badrinath,2021-02-04,167,14.3,3.5,0,56
Badrinath,2021-02-05,202,17.7,2.2,0,36
Badrinath,2021-02-06,186,14.7,1.8,0,40
Badrinath,2021-02-07,225,15.9,0.0,1,73
Badrinath,2021-02-08,76,13.2,3.1,0,71
Badrinath,2021-02-09,154,16.1,2.6,0,65
Badrinath,2021-02-10,117,17.2,2.2,0,36
Badrinath,2021-02-11,171,13.3,0.7,0,54
Badrinath,2021-02-12,172,7.9,1.6,0,64
Badrinath,2021-02-13,231,14.4,1.0,1,37
Badrinath,2021-02-14,212,21.4,2.6,0,31
Badrinath,2021-02-15,216,6.8,2.0,0,38
Badrinath,2021-02-16,250,23.1,0.8,0,42
Badrinath,2021-02-17,313,14.6,2.8,0,34
Badrinath,2021-02-18,99,10.1,2.2,1,63
Badrinath,2021-02-19,240,14.5,1.3,0,45
Badrinath,2021-02-20,146,14.4,1.8,0,55
Badrinath,2021-02-21,243,15.2,2.3,0,51
Badrinath,2021-02-22,254,19.7,0.8,0,73
Badrinath,2021-02-23,222,13.9,1.5,0,62
Badrinath,2021-02-24,143,17.0,0.0,0,43
Badrinath,2021-02-25,158,9.1,1.5,0,68
Badrinath,2021-02-26,128,12.9,1.5,0,64
Badrinath,2021-02-27,203,12.1,1.9,0,38
Badrinath,2021-02-28,166,16.2,3.1,0,37
Badrinath,2021-03-01,170,17.0,3.0,0,70
Badrinath,2021-03-02,169,25.2,1.5,1,46
Badrinath,2021-03-03,293,27.9,1.2,3,61
Badrinath,2021-03-04,167,17.9,2.7,0,33
Badrinath,2021-03-05,225,20.3,3.3,1,54
Badrinath,2021-03-06,164,16.0,3.2,0,66
Badrinath,2021-03-07,255,20.1,0.5,0,49
Badrinath,2021-03-08,103,22.5,2.4,1,33
Badrinath,2021-03-09,153,16.2,0.2,0,63
Badrinath,2021-03-10,158,16.3,2.9,0,30
Badrinath,2021-03-11,196,17.0,3.3,2,40
Badrinath,2021-03-12,249,16.4,2.0,1,30
Badrinath,2021-03-13,200,18.1,3.2,1,31
Badrinath,2021-03-14,258,24.7,0.4,1,49
Badrinath,2021-03-15,176,21.8,2.4,1,60
Badrinath,2021-03-16,220,17.5,4.0,1,68
Badrinath,2021-03-17,155,19.1,2.4,1,46
Badrinath,2021-03-18,130,16.1,2.8,0,91
Badrinath,2021-03-19,184,21.1,1.6,4,86
Badrinath,2021-03-20,272,21.5,1.4,1,55
Badrinath,2021-03-21,167,18.0,1.2,1,71
Badrinath,2021-03-22,193,17.6,2.4,0,55
Badrinath,2021-03-23,137,15.0,2.8,1,30
Badrinath,2021-03-24,198,16.8,1.8,1,48
Badrinath,2021-03-25,168,18.9,2.6,1,28
Badrinath,2021-03-26,193,17.0,4.0,1,48
Badrinath,2021-03-27,152,20.6,1.8,0,63
Badrinath,2021-03-28,144,17.4,3.2,0,36
Badrinath,2021-03-29,145,18.0,2.7,2,73
Badrinath,2021-03-30,290,20.1,1.7,1,52
Badrinath,2021-03-31,130,15.0,0.5,1,48
Badrinath,2021-04-01,199,23.9,4.0,1,47
Badrinath,2021-04-02,324,20.9,2.3,0,39
Badrinath,2021-04-03,279,16.7,1.3,0,71
Badrinath,2021-04-04,367,24.9,2.0,0,36
Badrinath,2021-04-05,340,16.6,1.5,0,28
Badrinath,2021-04-06,358,20.1,2.2,0,20
Badrinath,2021-04-07,418,19.1,1.9,1,18
Badrinath,2021-04-08,325,19.4,1.7,0,34
Badrinath,2021-04-09,289,16.2,4.3,5,46
Badrinath,2021-04-10,240,22.7,3.4,1,67
Badrinath,2021-04-11,404,25.0,2.5,1,40
Badrinath,2021-04-12,163,17.8,2.8,2,22
Badrinath,2021-04-13,359,15.0,1.9,1,64
Badrinath,2021-04-14,230,22.2,1.9,1,69
Badrinath,2021-04-15,286,19.9,1.0,3,57
Badrinath,2021-04-16,202,22.2,0.8,0,40
Badrinath,2021-04-17,294,23.4,2.7,1,31
Badrinath,2021-04-18,322,18.2,2.6,0,33
Badrinath,2021-04-19,243,15.6,3.4,0,1
Badrinath,2021-04-20,399,20.4,1.3,3,74
Badrinath,2021-04-21,289,17.8,2.1,0,51
Badrinath,2021-04-22,329,15.1,1.5,5,37
Badrinath,2021-04-23,372,18.8,2.3,1,71
Badrinath,2021-04-24,334,16.5,3.2,2,56
Badrinath,2021-04-25,265,14.7,0.0,0,78
Badrinath,2021-04-26,314,28.2,3.0,0,99
Badrinath,2021-04-27,359,18.6,1.5,0,80
Badrinath,2021-04-28,212,20.0,2.1,0,11
Badrinath,2021-04-29,346,20.0,1.5,0,14
Badrinath,2021-04-30,352,21.5,2.1,0,58
Badrinath,2021-05-01,356,17.0,2.5,0,58
Badrinath,2021-05-02,249,19.9,3.5,0,75
Badrinath,2021-05-03,360,14.5,1.2,0,49
Badrinath,2021-05-04,324,21.5,0.7,0,80
Badrinath,2021-05-05,361,17.4,0.9,0,68
Badrinath,2021-05-06,318,19.2,0.7,0,29
Badrinath,2021-05-07,321,20.1,2.8,0,39
Badrinath,2021-05-08,309,21.6,2.4,0,77
Badrinath,2021-05-09,288,19.0,1.1,0,45
Badrinath,2021-05-10,373,19.8,2.7,0,49
Badrinath,2021-05-11,159,20.7,4.6,0,79
Badrinath,2021-05-12,326,23.9,1.9,0,63
Badrinath,2021-05-13,316,20.4,1.5,0,46
Badrinath,2021-05-14,308,19.0,3.0,0,92
Badrinath,2021-05-15,422,16.9,3.2,1,78
Badrinath,2021-05-16,291,22.7,3.2,0,78
Badrinath,2021-05-17,344,19.4,1.5,0,33
Badrinath,2021-05-18,246,22.3,3.0,1,36
Badrinath,2021-05-19,331,17.0,1.1,2,84
Badrinath,2021-05-20,291,20.3,2.2,0,76
Badrinath,2021-05-21,281,18.6,2.5,0,76
Badrinath,2021-05-22,241,18.8,2.4,0,50
Badrinath,2021-05-23,238,15.4,2.8,0,60
Badrinath,2021-05-24,259,23.3,2.5,0,38
Badrinath,2021-05-25,289,13.1,1.9,0,96
Badrinath,2021-05-26,351,16.6,2.5,0,29
Badrinath,2021-05-27,312,19.4,3.0,0,64
Badrinath,2021-05-28,306,16.8,2.0,0,5
Badrinath,2021-05-29,313,22.0,2.0,0,76
Badrinath,2021-05-30,356,18.5,2.3,0,48
Badrinath,2021-05-31,377,26.4,2.3,0,96
Badrinath,2021-06-01,294,15.7,2.5,0,83
Badrinath,2021-06-02,189,13.0,0.4,2,20
Badrinath,2021-06-03,276,12.6,2.7,0,34
Badrinath,2021-06-04,405,15.7,2.6,0,42
Badrinath,2021-06-05,176,14.5,4.0,0,44
Badrinath,2021-06-06,258,15.6,2.5,0,50
Badrinath,2021-06-07,213,17.5,1.8,0,52
Badrinath,2021-06-08,254,12.7,3.3,0,81
Badrinath,2021-06-09,209,15.3,3.5,0,45
Badrinath,2021-06-10,344,10.9,2.4,0,59
Badrinath,2021-06-11,285,14.1,1.9,0,58
Badrinath,2021-06-12,342,14.6,2.9,0,69
Badrinath,2021-06-13,339,16.9,1.0,0,62
Badrinath,2021-06-14,292,14.7,1.4,0,78
Badrinath,2021-06-15,276,19.0,2.6,0,25
Badrinath,2021-06-16,301,16.6,1.8,0,49
Badrinath,2021-06-17,361,12.8,1.9,0,35
Badrinath,2021-06-18,372,11.9,2.7,0,38
Badrinath,2021-06-19,377,18.8,1.4,0,14
Badrinath,2021-06-20,389,12.3,2.6,0,0
Badrinath,2021-06-21,287,16.4,0.0,1,39
Badrinath,2021-06-22,310,13.7,0.5,0,96
Badrinath,2021-06-23,308,8.7,0.1,0,63
Badrinath,2021-06-24,226,14.5,1.6,0,42
Badrinath,2021-06-25,298,11.8,3.9,1,20
Badrinath,2021-06-26,271,12.8,2.1,1,68
Badrinath,2021-06-27,276,9.5,3.5,1,61
Badrinath,2021-06-28,225,10.7,0.4,0,46
Badrinath,2021-06-29,360,17.3,2.1,0,22
Badrinath,2021-06-30,189,12.0,1.2,0,49
Badrinath,2021-07-01,224,13.7,9.0,0,41
Badrinath,2021-07-02,266,6.7,6.6,0,47
Badrinath,2021-07-03,204,8.5,8.1,0,74
Badrinath,2021-07-04,204,7.3,7.7,0,76
Badrinath,2021-07-05,199,11.1,8.0,0,57
Badrinath,2021-07-06,223,9.3,7.6,0,63
Badrinath,2021-07-07,245,11.1,4.1,0,43
Badrinath,2021-07-08,307,7.4,6.8,0,79
Badrinath,2021-07-09,303,6.9,6.4,0,42
Badrinath,2021-07-10,202,8.3,6.3,0,37
Badrinath,2021-07-11,263,10.7,8.1,0,60
Badrinath,2021-07-12,224,9.8,8.2,0,19
Badrinath,2021-07-13,238,5.7,6.7,0,61
Badrinath,2021-07-14,198,10.5,6.3,0,71
Badrinath,2021-07-15,238,11.5,6.5,1,34
Badrinath,2021-07-16,188,5.9,6.1,0,12
Badrinath,2021-07-17,190,7.0,6.1,0,63
Badrinath,2021-07-18,191,11.0,7.9,0,47
Badrinath,2021-07-19,230,12.5,5.4,2,68
Badrinath,2021-07-20,200,7.1,6.0,0,35
Badrinath,2021-07-21,175,12.7,3.1,0,42
Badrinath,2021-07-22,157,17.6,8.1,0,57
Badrinath,2021-07-23,118,9.3,8.5,1,46
Badrinath,2021-07-24,255,9.0,6.8,0,35
Badrinath,2021-07-25,243,11.2,6.4,1,62
Badrinath,2021-07-26,163,9.2,6.0,0,52
Badrinath,2021-07-27,206,10.2,7.3,0,30
Badrinath,2021-07-28,220,9.5,6.7,0,71
Badrinath,2021-07-29,169,13.4,6.5,0,28
Badrinath,2021-07-30,181,6.1,7.7,0,70
Badrinath,2021-07-31,226,10.6,6.7,0,36
Badrinath,2021-08-01,240,1.1,6.8,0,55
Badrinath,2021-08-02,206,8.6,6.8,0,48
Badrinath,2021-08-03,226,2.8,7.7,0,53
Badrinath,2021-08-04,171,5.6,9.0,0,12
Badrinath,2021-08-05,224,0.5,7.4,0,53
Badrinath,2021-08-06,169,5.4,7.6,0,31
Badrinath,2021-08-07,210,9.2,5.1,0,59
Badrinath,2021-08-08,288,6.8,6.0,0,19
Badrinath,2021-08-09,161,1.0,7.7,0,41
Badrinath,2021-08-10,169,4.1,6.6,0,23
Badrinath,2021-08-11,192,6.0,6.6,0,76
Badrinath,2021-08-12,232,1.3,7.4,1,41
Badrinath,2021-08-13,308,1.8,7.9,0,71
Badrinath,2021-08-14,56,4.8,6.2,1,24
Badrinath,2021-08-15,305,8.2,6.0,0,16
Badrinath,2021-08-16,161,4.8,5.8,0,45
Badrinath,2021-08-17,246,6.0,5.9,2,33
Badrinath,2021-08-18,112,1.8,7.8,0,26
Badrinath,2021-08-19,205,3.6,7.5,0,32
Badrinath,2021-08-20,157,4.9,6.4,0,68
Badrinath,2021-08-21,219,1.5,7.2,0,37
Badrinath,2021-08-22,185,15.3,7.3,1,35
Badrinath,2021-08-23,208,4.8,6.0,0,65
Badrinath,2021-08-24,204,2.5,4.6,1,53
Badrinath,2021-08-25,281,3.4,7.8,0,63
Badrinath,2021-08-26,202,9.1,7.0,0,51
Badrinath,2021-08-27,167,5.4,7.2,0,17
Badrinath,2021-08-28,151,5.7,6.6,0,41
Badrinath,2021-08-29,132,7.4,6.7,0,74
Badrinath,2021-08-30,227,4.6,7.7,0,41
Badrinath,2021-08-31,178,1.1,6.8,0,40
Badrinath,2021-09-01,322,3.6,1.1,0,51
Badrinath,2021-09-02,229,-2.2,1.6,0,54
Badrinath,2021-09-03,286,3.6,1.7,0,81
Badrinath,2021-09-04,282,2.4,4.3,0,67
Badrinath,2021-09-05,362,-0.4,1.8,1,85
Badrinath,2021-09-06,230,1.3,1.4,0,64
Badrinath,2021-09-07,221,0.7,3.6,0,47
Badrinath,2021-09-08,318,2.2,3.1,0,44
Badrinath,2021-09-09,242,-1.3,3.7,0,52
Badrinath,2021-09-10,249,1.9,1.2,0,58
Badrinath,2021-09-11,271,2.4,3.3,2,58
Badrinath,2021-09-12,351,0.5,3.0,0,70
Badrinath,2021-09-13,295,0.8,1.1,0,32
Badrinath,2021-09-14,382,2.3,2.5,0,55
Badrinath,2021-09-15,244,5.3,1.7,0,69
Badrinath,2021-09-16,333,1.9,1.9,0,51
Badrinath,2021-09-17,249,-2.4,2.4,0,49
Badrinath,2021-09-18,297,-0.3,0.7,0,63
Badrinath,2021-09-19,299,-2.6,3.8,1,13
Badrinath,2021-09-20,339,6.3,2.1,1,63
Badrinath,2021-09-21,338,-2.6,2.4,0,69
Badrinath,2021-09-22,304,2.7,2.8,1,55
Badrinath,2021-09-23,204,-3.6,4.0,0,64
Badrinath,2021-09-24,276,5.3,2.6,0,54
Badrinath,2021-09-25,328,4.0,3.0,0,48
Badrinath,2021-09-26,309,0.1,1.9,0,82
Badrinath,2021-09-27,358,0.4,1.8,0,12
Badrinath,2021-09-28,341,1.4,2.5,0,59
Badrinath,2021-09-29,190,1.6,1.7,0,52
Badrinath,2021-09-30,319,0.6,0.2,0,33
Badrinath,2021-10-01,314,2.0,1.5,2,59
Badrinath,2021-10-02,305,-3.5,3.4,1,44
Badrinath,2021-10-03,284,2.9,2.6,1,62
Badrinath,2021-10-04,332,-5.5,1.2,2,80
Badrinath,2021-10-05,319,2.6,3.0,1,44
Badrinath,2021-10-06,331,-1.8,2.8,0,54
Badrinath,2021-10-07,325,-2.0,1.1,2,48
Badrinath,2021-10-08,257,-1.6,3.6,1,48
Badrinath,2021-10-09,344,-4.0,0.5,1,59
Badrinath,2021-10-10,285,-2.2,1.5,2,68
Badrinath,2021-10-11,314,-1.5,0.0,1,23
Badrinath,2021-10-12,373,0.5,1.4,2,58
Badrinath,2021-10-13,236,0.3,4.6,2,64
Badrinath,2021-10-14,301,3.6,2.6,2,54
Badrinath,2021-10-15,271,1.6,3.0,2,73
Badrinath,2021-10-16,278,-6.0,3.4,1,22
Badrinath,2021-10-17,295,-0.9,2.3,1,47
Badrinath,2021-10-18,335,0.4,1.7,2,57
Badrinath,2021-10-19,374,-1.9,0.0,0,48
Badrinath,2021-10-20,320,-2.4,1.2,0,0
Badrinath,2021-10-21,286,-4.3,2.3,0,41
Badrinath,2021-10-22,312,-3.4,2.2,1,71
Badrinath,2021-10-23,354,-4.3,2.5,0,40
Badrinath,2021-10-24,257,0.3,0.5,0,46
Badrinath,2021-10-25,320,3.3,0.9,1,85
Badrinath,2021-10-26,262,2.7,2.2,1,54
Badrinath,2021-10-27,331,-0.7,2.3,1,48
Badrinath,2021-10-28,341,-4.6,1.4,0,34
Badrinath,2021-10-29,427,1.1,2.4,1,49
Badrinath,2021-10-30,382,-1.5,0.8,3,52
Badrinath,2021-10-31,316,-2.0,2.1,0,55
Badrinath,2021-11-01,168,3.5,3.0,0,50
Badrinath,2021-11-02,259,0.2,3.7,2,52
Badrinath,2021-11-03,293,1.7,2.6,3,50
Badrinath,2021-11-04,192,1.0,1.7,2,20
Badrinath,2021-11-05,322,-1.5,2.2,1,32
Badrinath,2021-11-06,332,-1.1,2.3,1,39
Badrinath,2021-11-07,268,2.9,1.0,1,25
Badrinath,2021-11-08,299,3.3,1.8,0,34
Badrinath,2021-11-09,238,-3.6,3.1,3,52
Badrinath,2021-11-10,300,-2.5,0.3,0,44
Badrinath,2021-11-11,283,2.6,1.8,0,68
Badrinath,2021-11-12,280,6.5,3.1,6,57
Badrinath,2021-11-13,218,4.9,2.1,2,57
Badrinath,2021-11-14,300,-0.7,1.9,0,21
Badrinath,2021-11-15,290,0.9,1.5,0,33
Badrinath,2021-11-16,327,5.2,3.0,0,47
Badrinath,2021-11-17,319,0.2,1.5,2,43
Badrinath,2021-11-18,302,2.9,1.0,1,43
Badrinath,2021-11-19,286,-2.1,1.1,1,38
Badrinath,2021-11-20,323,1.4,3.0,0,62
Badrinath,2021-11-21,341,5.3,1.5,3,37
Badrinath,2021-11-22,450,3.7,2.6,1,15
Badrinath,2021-11-23,263,1.8,1.7,0,58
Badrinath,2021-11-24,354,3.4,2.7,2,73
Badrinath,2021-11-25,366,2.8,4.7,1,44
Badrinath,2021-11-26,247,0.6,0.6,1,32
Badrinath,2021-11-27,279,-0.8,1.9,0,46
Badrinath,2021-11-28,350,3.1,1.5,0,98
Badrinath,2021-11-29,333,7.0,2.9,2,57
Badrinath,2021-11-30,340,-0.7,3.8,1,11
Badrinath,2021-12-01,145,1.6,0.8,1,36
Badrinath,2021-12-02,245,5.4,2.1,1,43
Badrinath,2021-12-03,245,3.8,4.1,0,36
Badrinath,2021-12-04,243,10.8,3.8,0,65
Badrinath,2021-12-05,177,4.3,3.3,0,24
Badrinath,2021-12-06,287,5.9,3.3,0,61
Badrinath,2021-12-07,257,4.5,3.3,0,41
Badrinath,2021-12-08,224,5.1,2.8,0,52
Badrinath,2021-12-09,191,2.3,1.9,1,70
Badrinath,2021-12-10,241,2.3,1.4,1,77
Badrinath,2021-12-11,236,4.2,2.9,0,78
Badrinath,2021-12-12,185,2.4,1.6,0,27
Badrinath,2021-12-13,262,9.1,2.8,0,81
Badrinath,2021-12-14,235,4.2,2.7,0,49
Badrinath,2021-12-15,157,6.3,2.2,0,11
Badrinath,2021-12-16,234,3.7,2.3,0,23
Badrinath,2021-12-17,240,12.2,2.6,0,47
Badrinath,2021-12-18,224,3.5,3.4,0,37
Badrinath,2021-12-19,248,4.7,2.7,0,50
Badrinath,2021-12-20,224,2.7,1.3,0,79
Badrinath,2021-12-21,220,-0.5,2.3,0,59
Badrinath,2021-12-22,147,4.1,0.9,0,69
Badrinath,2021-12-23,170,5.9,2.8,0,23
Badrinath,2021-12-24,277,4.9,2.3,0,43
Badrinath,2021-12-25,262,7.0,2.4,0,43
Badrinath,2021-12-26,169,1.7,1.1,0,16
Badrinath,2021-12-27,175,3.4,2.6,0,17
Badrinath,2021-12-28,287,8.5,3.4,0,52
Badrinath,2021-12-29,174,5.0,2.6,0,31
Badrinath,2021-12-30,133,3.6,1.5,0,50
Badrinath,2021-12-31,141,3.4,2.7,0,68
Badrinath,2022-01-01,144,8.4,1.6,0,93
Badrinath,2022-01-02,132,9.7,1.6,0,24
Badrinath,2022-01-03,151,12.8,2.9,0,39
Badrinath,2022-01-04,242,12.0,2.2,0,80
Badrinath,2022-01-05,180,11.6,0.5,0,56
Badrinath,2022-01-06,209,4.5,3.2,0,100
Badrinath,2022-01-07,121,6.9,0.8,1,0
Badrinath,2022-01-08,207,12.0,3.8,0,51
Badrinath,2022-01-09,177,7.6,3.3,0,26
Badrinath,2022-01-10,134,13.6,1.6,0,52
Badrinath,2022-01-11,134,10.3,2.7,0,56
Badrinath,2022-01-12,122,10.5,1.0,1,48
Badrinath,2022-01-13,208,5.1,3.1,0,35
Badrinath,2022-01-14,216,12.0,3.3,0,61
Badrinath,2022-01-15,293,8.4,0.8,0,45
Badrinath,2022-01-16,256,9.1,0.0,0,15
Badrinath,2022-01-17,156,8.0,3.3,0,56
Badrinath,2022-01-18,96,4.3,2.0,0,48
Badrinath,2022-01-19,142,10.4,0.9,0,58
Badrinath,2022-01-20,253,12.8,1.5,0,12
Badrinath,2022-01-21,201,8.4,3.0,0,86
Badrinath,2022-01-22,89,7.5,0.7,1,13
Badrinath,2022-01-23,212,10.5,0.9,0,57
Badrinath,2022-01-24,232,4.9,1.2,0,53
Badrinath,2022-01-25,180,8.9,3.7,0,65
Badrinath,2022-01-26,240,9.2,2.6,0,69
Badrinath,2022-01-27,258,10.1,1.5,0,40
